/home/keyu/data/videos/train_split/abseiling/-3B32lodo2M_000059_000069.mp4 0
/home/keyu/data/videos/train_split/abseiling/-7kbO0v4hag_000107_000117.mp4 0
/home/keyu/data/videos/train_split/air_drumming/0l9p2qfoI6I_000049_000059.mp4 1
/home/keyu/data/videos/train_split/air_drumming/0lXH6VToEtQ_000086_000096.mp4 1
/home/keyu/data/videos/train_split/zumba/zp8P4raH7jM_000053_000063.mp4 399
/home/keyu/data/videos/train_split/zumba/zwmHsopNMDk_000000_000010.mp4 399
/home/keyu/data/videos/train_split/arm_wrestling/COHMrHPUXnE_000019_000029.mp4 6
/home/keyu/data/videos/train_split/arm_wrestling/-55KBJ-zX7k_000002_000012.mp4 6
/home/keyu/data/videos/train_split/baking_cookies/TiUDqEJXu24_000223_000233.mp4 11
/home/keyu/data/videos/train_split/baking_cookies/wFX--ACWSvM_000214_000224.mp4 11
/home/keyu/data/videos/train_split/beatboxing/oxVTU03-UbE_000020_000030.mp4 16
/home/keyu/data/videos/train_split/beatboxing/e9JaZW14SGo_000000_000010.mp4 16
/home/keyu/data/videos/train_split/bartending/_wAfHm3QatI_000290_000300.mp4 15
/home/keyu/data/videos/train_split/bartending/_wAfHm3QatI_000290_000300.mp4 15
/home/keyu/data/videos/train_split/catching_or_throwing_baseball/9yGYAuv4SIw_000000_000010.mp4 48
/home/keyu/data/videos/train_split/catching_or_throwing_baseball/9zE-AjQdSnM_000074_000084.mp4 48
/home/keyu/data/videos/train_split/catching_fish/GhPN65jNs_g_000034_000044.mp4 47
/home/keyu/data/videos/train_split/catching_fish/HR4joRSb5uI_000035_000045.mp4 47
/home/keyu/data/videos/train_split/bending_back/o5nottbTQNA_000138_000148.mp4 20
/home/keyu/data/videos/train_split/bending_back/o7K6UBOPFgI_000000_000010.mp4 20
